ARO_name	AMR_Gene_Family	Credi_rank
23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
AAC(3)-Ia	AAC(3)	AMR_Gene_Family
AAC(3)-Ib	AAC(3)	AMR_Gene_Family
AAC(3)-Ic	AAC(3)	AMR_Gene_Family
AAC(3)-Id	AAC(3)	AMR_Gene_Family
AAC(3)-IIa	AAC(3)	AMR_Gene_Family
AAC(3)-IIb	AAC(3)	AMR_Gene_Family
AAC(3)-IIc	AAC(3)	AMR_Gene_Family
AAC(3)-IId	AAC(3)	AMR_Gene_Family
AAC(3)-IIe	AAC(3)	AMR_Gene_Family
AAC(3)-IIg	AAC(3)	AMR_Gene_Family
AAC(3)-IIIa	AAC(3)	AMR_Gene_Family
AAC(3)-IIIb	AAC(3)	AMR_Gene_Family
AAC(3)-IIIc	AAC(3)	AMR_Gene_Family
AAC(3)-IV	AAC(3)	AMR_Gene_Family
AAC(3)-IVb	AAC(3)	AMR_Gene_Family
AAC(3)-IXa	AAC(3)	AMR_Gene_Family
AAC(3)-VIa	AAC(3)	AMR_Gene_Family
AAC(3)-VIIa	AAC(3)	AMR_Gene_Family
AAC(3)-VIIIa	AAC(3)	AMR_Gene_Family
AAC(3)-Xa	AAC(3)	AMR_Gene_Family
aadA	ANT(3'')	AMR_Gene_Family
aadA10	ANT(3'')	AMR_Gene_Family
aadA11	ANT(3'')	AMR_Gene_Family
aadA12	ANT(3'')	AMR_Gene_Family
aadA13	ANT(3'')	AMR_Gene_Family
aadA14	ANT(3'')	AMR_Gene_Family
aadA15	ANT(3'')	AMR_Gene_Family
aadA16	ANT(3'')	AMR_Gene_Family
aadA17	ANT(3'')	AMR_Gene_Family
aadA2	ANT(3'')	AMR_Gene_Family
aadA21	ANT(3'')	AMR_Gene_Family
aadA22	ANT(3'')	AMR_Gene_Family
aadA23	ANT(3'')	AMR_Gene_Family
aadA24	ANT(3'')	AMR_Gene_Family
aadA25	ANT(3'')	AMR_Gene_Family
aadA27	ANT(3'')	AMR_Gene_Family
aadA3	ANT(3'')	AMR_Gene_Family
aadA4	ANT(3'')	AMR_Gene_Family
aadA5	ANT(3'')	AMR_Gene_Family
aadA6	ANT(3'')	AMR_Gene_Family
aadA6/aadA10	ANT(3'')	AMR_Gene_Family
aadA7	ANT(3'')	AMR_Gene_Family
aadA8	ANT(3'')	AMR_Gene_Family
aadA8b	ANT(3'')	AMR_Gene_Family
aadA9	ANT(3'')	AMR_Gene_Family
Acinetobacter baumannii ampC beta-lactamase	ampC-type beta-lactamase	AMR_Gene_Family
ANT(3'')-Ib	ANT(3'')	AMR_Gene_Family
ANT(3'')-IIa	ANT(3'')	AMR_Gene_Family
ANT(3'')-IIb	ANT(3'')	AMR_Gene_Family
ANT(3'')-IIc	ANT(3'')	AMR_Gene_Family
blaI	blaZ beta-lactamase	AMR_Gene_Family
blaR1	blaZ beta-lactamase	AMR_Gene_Family
CTX-M-1	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-10	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-100	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-101	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-102	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-103	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-104	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-105	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-106	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-107	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-108	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-109	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-11	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-110	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-111	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-112	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-113	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-114	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-115	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-116	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-117	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-12	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-121	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-122	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-123	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-124	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-125	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-126	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-129	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-13	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-130	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-131	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-132	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-134	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-136	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-137	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-139	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-14	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-141	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-142	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-144	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-147	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-148	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-15	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-151	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-152	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-155	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-156	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-157	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-158	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-159	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-16	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-160	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-161	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-162	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-163	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-164	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-165	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-166	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-17	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-19	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-2	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-20	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-21	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-22	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-23	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-24	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-25	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-26	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-27	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-28	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-29	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-3	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-30	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-31	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-32	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-33	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-34	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-35	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-36	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-37	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-38	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-39	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-4	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-40	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-41	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-42	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-43	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-44	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-45	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-46	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-47	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-48	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-49	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-5	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-50	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-51	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-52	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-53	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-54	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-55	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-56	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-58	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-59	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-6	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-60	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-61	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-62	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-63	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-64	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-65	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-66	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-67	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-68	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-69	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-7	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-71	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-72	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-74	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-75	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-76	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-77	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-78	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-79	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-8	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-80	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-81	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-82	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-83	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-84	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-85	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-86	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-87	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-88	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-89	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-9	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-90	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-91	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-92	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-93	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-94	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-95	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-96	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-98	CTX-M beta-lactamase	AMR_Gene_Family
CTX-M-99	CTX-M beta-lactamase	AMR_Gene_Family
dfr22	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA1	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA10	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA12	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA13	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA14	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA15	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA15b	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA16	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA17	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA18	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA19	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA20	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA21	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA22	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA23	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA24	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA25	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA26	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA27	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA28	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA29	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA3	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA30	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA31	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA32	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DfrA34	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA35	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DfrA36	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DfrA37	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DfrA38	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DfrA39	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA3b	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA5	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA6	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA6 from Proteus mirabilis	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA7	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA8	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrA9	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB1	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB2	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB3	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB4	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB5	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB6	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrB7	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DfrB9	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrC	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrD	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrE	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrF	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrG	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrI	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
dfrK	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
DHA-1	DHA beta-lactamase	AMR_Gene_Family
DHA-10	DHA beta-lactamase	AMR_Gene_Family
DHA-12	DHA beta-lactamase	AMR_Gene_Family
DHA-13	DHA beta-lactamase	AMR_Gene_Family
DHA-14	DHA beta-lactamase	AMR_Gene_Family
DHA-15	DHA beta-lactamase	AMR_Gene_Family
DHA-16	DHA beta-lactamase	AMR_Gene_Family
DHA-17	DHA beta-lactamase	AMR_Gene_Family
DHA-18	DHA beta-lactamase	AMR_Gene_Family
DHA-19	DHA beta-lactamase	AMR_Gene_Family
DHA-2	DHA beta-lactamase	AMR_Gene_Family
DHA-20	DHA beta-lactamase	AMR_Gene_Family
DHA-21	DHA beta-lactamase	AMR_Gene_Family
DHA-22	DHA beta-lactamase	AMR_Gene_Family
DHA-3	DHA beta-lactamase	AMR_Gene_Family
DHA-5	DHA beta-lactamase	AMR_Gene_Family
DHA-6	DHA beta-lactamase	AMR_Gene_Family
DHA-7	DHA beta-lactamase	AMR_Gene_Family
DHA-9	DHA beta-lactamase	AMR_Gene_Family
Erm(30)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(31)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
erm(32)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(33)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(34)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(35)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(36)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(37)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(38)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(39)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
erm(40)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(41)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(42)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(43)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(44)v	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
erm(45)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
erm(46)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(47)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(48)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(49)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmA	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmB	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmC	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmD	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmE	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmF	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmG	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmH	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(K)	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmN	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Erm(O)-lrm	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmO-srmA	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmQ	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmR	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmS	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmT	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmU	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmV	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmW	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmX	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ErmY	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
ermZ	Erm 23S ribosomal RNA methyltransferase	AMR_Gene_Family
Escherichia coli ampC1 beta-lactamase	ampC-type beta-lactamase	AMR_Gene_Family
Escherichia coli ampC beta-lactamase	ampC-type beta-lactamase	AMR_Gene_Family
Escherichia coli ampH beta-lactamase	ampC-type beta-lactamase	AMR_Gene_Family
Escherichia coli folP with mutation conferring resistance to sulfonamides	sulfonamide resistant dihydropteroate synthase folP	AMR_Gene_Family
GES-1	GES beta-lactamase	AMR_Gene_Family
GES-10	GES beta-lactamase	AMR_Gene_Family
GES-11	GES beta-lactamase	AMR_Gene_Family
GES-12	GES beta-lactamase	AMR_Gene_Family
GES-13	GES beta-lactamase	AMR_Gene_Family
GES-14	GES beta-lactamase	AMR_Gene_Family
GES-15	GES beta-lactamase	AMR_Gene_Family
GES-16	GES beta-lactamase	AMR_Gene_Family
GES-17	GES beta-lactamase	AMR_Gene_Family
GES-18	GES beta-lactamase	AMR_Gene_Family
GES-19	GES beta-lactamase	AMR_Gene_Family
GES-2	GES beta-lactamase	AMR_Gene_Family
GES-20	GES beta-lactamase	AMR_Gene_Family
GES-21	GES beta-lactamase	AMR_Gene_Family
GES-22	GES beta-lactamase	AMR_Gene_Family
GES-23	GES beta-lactamase	AMR_Gene_Family
GES-24	GES beta-lactamase	AMR_Gene_Family
GES-26	GES beta-lactamase	AMR_Gene_Family
GES-3	GES beta-lactamase	AMR_Gene_Family
GES-4	GES beta-lactamase	AMR_Gene_Family
GES-5	GES beta-lactamase	AMR_Gene_Family
GES-6	GES beta-lactamase	AMR_Gene_Family
GES-7	GES beta-lactamase	AMR_Gene_Family
GES-8	GES beta-lactamase	AMR_Gene_Family
GES-9	GES beta-lactamase	AMR_Gene_Family
GIM-1	GIM beta-lactamase	AMR_Gene_Family
GIM-2	GIM beta-lactamase	AMR_Gene_Family
IMP-1	IMP beta-lactamase	AMR_Gene_Family
IMP-10	IMP beta-lactamase	AMR_Gene_Family
IMP-11	IMP beta-lactamase	AMR_Gene_Family
IMP-12	IMP beta-lactamase	AMR_Gene_Family
IMP-13	IMP beta-lactamase	AMR_Gene_Family
IMP-14	IMP beta-lactamase	AMR_Gene_Family
IMP-15	IMP beta-lactamase	AMR_Gene_Family
IMP-16	IMP beta-lactamase	AMR_Gene_Family
IMP-18	IMP beta-lactamase	AMR_Gene_Family
IMP-19	IMP beta-lactamase	AMR_Gene_Family
IMP-2	IMP beta-lactamase	AMR_Gene_Family
IMP-20	IMP beta-lactamase	AMR_Gene_Family
IMP-21	IMP beta-lactamase	AMR_Gene_Family
IMP-22	IMP beta-lactamase	AMR_Gene_Family
IMP-24	IMP beta-lactamase	AMR_Gene_Family
IMP-25	IMP beta-lactamase	AMR_Gene_Family
IMP-26	IMP beta-lactamase	AMR_Gene_Family
IMP-27	IMP beta-lactamase	AMR_Gene_Family
IMP-28	IMP beta-lactamase	AMR_Gene_Family
IMP-29	IMP beta-lactamase	AMR_Gene_Family
IMP-3	IMP beta-lactamase	AMR_Gene_Family
IMP-30	IMP beta-lactamase	AMR_Gene_Family
IMP-31	IMP beta-lactamase	AMR_Gene_Family
IMP-32	IMP beta-lactamase	AMR_Gene_Family
IMP-33	IMP beta-lactamase	AMR_Gene_Family
IMP-34	IMP beta-lactamase	AMR_Gene_Family
IMP-35	IMP beta-lactamase	AMR_Gene_Family
IMP-37	IMP beta-lactamase	AMR_Gene_Family
IMP-38	IMP beta-lactamase	AMR_Gene_Family
IMP-4	IMP beta-lactamase	AMR_Gene_Family
IMP-40	IMP beta-lactamase	AMR_Gene_Family
IMP-41	IMP beta-lactamase	AMR_Gene_Family
IMP-42	IMP beta-lactamase	AMR_Gene_Family
IMP-43	IMP beta-lactamase	AMR_Gene_Family
IMP-44	IMP beta-lactamase	AMR_Gene_Family
IMP-45	IMP beta-lactamase	AMR_Gene_Family
IMP-48	IMP beta-lactamase	AMR_Gene_Family
IMP-49	IMP beta-lactamase	AMR_Gene_Family
IMP-5	IMP beta-lactamase	AMR_Gene_Family
IMP-51	IMP beta-lactamase	AMR_Gene_Family
IMP-52	IMP beta-lactamase	AMR_Gene_Family
IMP-55	IMP beta-lactamase	AMR_Gene_Family
IMP-56	IMP beta-lactamase	AMR_Gene_Family
IMP-6	IMP beta-lactamase	AMR_Gene_Family
IMP-68	IMP beta-lactamase	AMR_Gene_Family
IMP-7	IMP beta-lactamase	AMR_Gene_Family
IMP-8	IMP beta-lactamase	AMR_Gene_Family
IMP-9	IMP beta-lactamase	AMR_Gene_Family
KPC-10	KPC beta-lactamase	AMR_Gene_Family
KPC-11	KPC beta-lactamase	AMR_Gene_Family
KPC-12	KPC beta-lactamase	AMR_Gene_Family
KPC-13	KPC beta-lactamase	AMR_Gene_Family
KPC-14	KPC beta-lactamase	AMR_Gene_Family
KPC-15	KPC beta-lactamase	AMR_Gene_Family
KPC-16	KPC beta-lactamase	AMR_Gene_Family
KPC-17	KPC beta-lactamase	AMR_Gene_Family
KPC-18	KPC beta-lactamase	AMR_Gene_Family
KPC-19	KPC beta-lactamase	AMR_Gene_Family
KPC-2	KPC beta-lactamase	AMR_Gene_Family
KPC-22	KPC beta-lactamase	AMR_Gene_Family
KPC-23	KPC beta-lactamase	AMR_Gene_Family
KPC-24	KPC beta-lactamase	AMR_Gene_Family
KPC-25	KPC beta-lactamase	AMR_Gene_Family
KPC-26	KPC beta-lactamase	AMR_Gene_Family
KPC-27	KPC beta-lactamase	AMR_Gene_Family
KPC-28	KPC beta-lactamase	AMR_Gene_Family
KPC-29	KPC beta-lactamase	AMR_Gene_Family
KPC-3	KPC beta-lactamase	AMR_Gene_Family
KPC-30	KPC beta-lactamase	AMR_Gene_Family
KPC-31	KPC beta-lactamase	AMR_Gene_Family
KPC-32	KPC beta-lactamase	AMR_Gene_Family
KPC-33	KPC beta-lactamase	AMR_Gene_Family
