ARO_name	AMR_Gene_Family	Credi_rank
SHV-217	SHV beta-lactamase	AMR_Gene_Family
SHV-218	SHV beta-lactamase	AMR_Gene_Family
SHV-219	SHV beta-lactamase	AMR_Gene_Family
SHV-22	SHV beta-lactamase	AMR_Gene_Family
SHV-220	SHV beta-lactamase	AMR_Gene_Family
SHV-221	SHV beta-lactamase	AMR_Gene_Family
SHV-222	SHV beta-lactamase	AMR_Gene_Family
SHV-223	SHV beta-lactamase	AMR_Gene_Family
SHV-224	SHV beta-lactamase	AMR_Gene_Family
SHV-225	SHV beta-lactamase	AMR_Gene_Family
SHV-226	SHV beta-lactamase	AMR_Gene_Family
SHV-227	SHV beta-lactamase	AMR_Gene_Family
SHV-228	SHV beta-lactamase	AMR_Gene_Family
SHV-23	SHV beta-lactamase	AMR_Gene_Family
SHV-24	SHV beta-lactamase	AMR_Gene_Family
SHV-25	SHV beta-lactamase	AMR_Gene_Family
SHV-26	SHV beta-lactamase	AMR_Gene_Family
SHV-27	SHV beta-lactamase	AMR_Gene_Family
SHV-28	SHV beta-lactamase	AMR_Gene_Family
SHV-29	SHV beta-lactamase	AMR_Gene_Family
SHV-2A	SHV beta-lactamase	AMR_Gene_Family
SHV-3	SHV beta-lactamase	AMR_Gene_Family
SHV-30	SHV beta-lactamase	AMR_Gene_Family
SHV-31	SHV beta-lactamase	AMR_Gene_Family
SHV-32	SHV beta-lactamase	AMR_Gene_Family
SHV-33	SHV beta-lactamase	AMR_Gene_Family
SHV-34	SHV beta-lactamase	AMR_Gene_Family
SHV-35	SHV beta-lactamase	AMR_Gene_Family
SHV-36	SHV beta-lactamase	AMR_Gene_Family
SHV-37	SHV beta-lactamase	AMR_Gene_Family
SHV-38	SHV beta-lactamase	AMR_Gene_Family
SHV-39	SHV beta-lactamase	AMR_Gene_Family
SHV-4	SHV beta-lactamase	AMR_Gene_Family
SHV-40	SHV beta-lactamase	AMR_Gene_Family
SHV-41	SHV beta-lactamase	AMR_Gene_Family
SHV-42	SHV beta-lactamase	AMR_Gene_Family
SHV-43	SHV beta-lactamase	AMR_Gene_Family
SHV-44	SHV beta-lactamase	AMR_Gene_Family
SHV-45	SHV beta-lactamase	AMR_Gene_Family
SHV-46	SHV beta-lactamase	AMR_Gene_Family
SHV-48	SHV beta-lactamase	AMR_Gene_Family
SHV-49	SHV beta-lactamase	AMR_Gene_Family
SHV-5	SHV beta-lactamase	AMR_Gene_Family
SHV-50	SHV beta-lactamase	AMR_Gene_Family
SHV-51	SHV beta-lactamase	AMR_Gene_Family
SHV-52	SHV beta-lactamase	AMR_Gene_Family
SHV-53	SHV beta-lactamase	AMR_Gene_Family
SHV-55	SHV beta-lactamase	AMR_Gene_Family
SHV-56	SHV beta-lactamase	AMR_Gene_Family
SHV-57	SHV beta-lactamase	AMR_Gene_Family
SHV-59	SHV beta-lactamase	AMR_Gene_Family
SHV-6	SHV beta-lactamase	AMR_Gene_Family
SHV-60	SHV beta-lactamase	AMR_Gene_Family
SHV-61	SHV beta-lactamase	AMR_Gene_Family
SHV-62	SHV beta-lactamase	AMR_Gene_Family
SHV-63	SHV beta-lactamase	AMR_Gene_Family
SHV-64	SHV beta-lactamase	AMR_Gene_Family
SHV-65	SHV beta-lactamase	AMR_Gene_Family
SHV-66	SHV beta-lactamase	AMR_Gene_Family
SHV-67	SHV beta-lactamase	AMR_Gene_Family
SHV-69	SHV beta-lactamase	AMR_Gene_Family
SHV-7	SHV beta-lactamase	AMR_Gene_Family
SHV-70	SHV beta-lactamase	AMR_Gene_Family
SHV-71	SHV beta-lactamase	AMR_Gene_Family
SHV-72	SHV beta-lactamase	AMR_Gene_Family
SHV-73	SHV beta-lactamase	AMR_Gene_Family
SHV-74	SHV beta-lactamase	AMR_Gene_Family
SHV-75	SHV beta-lactamase	AMR_Gene_Family
SHV-76	SHV beta-lactamase	AMR_Gene_Family
SHV-77	SHV beta-lactamase	AMR_Gene_Family
SHV-78	SHV beta-lactamase	AMR_Gene_Family
SHV-79	SHV beta-lactamase	AMR_Gene_Family
SHV-8	SHV beta-lactamase	AMR_Gene_Family
SHV-80	SHV beta-lactamase	AMR_Gene_Family
SHV-81	SHV beta-lactamase	AMR_Gene_Family
SHV-82	SHV beta-lactamase	AMR_Gene_Family
SHV-83	SHV beta-lactamase	AMR_Gene_Family
SHV-84	SHV beta-lactamase	AMR_Gene_Family
SHV-85	SHV beta-lactamase	AMR_Gene_Family
SHV-86	SHV beta-lactamase	AMR_Gene_Family
SHV-89	SHV beta-lactamase	AMR_Gene_Family
SHV-9	SHV beta-lactamase	AMR_Gene_Family
SHV-92	SHV beta-lactamase	AMR_Gene_Family
SHV-93	SHV beta-lactamase	AMR_Gene_Family
SHV-94	SHV beta-lactamase	AMR_Gene_Family
SHV-95	SHV beta-lactamase	AMR_Gene_Family
SHV-96	SHV beta-lactamase	AMR_Gene_Family
SHV-97	SHV beta-lactamase	AMR_Gene_Family
SHV-98	SHV beta-lactamase	AMR_Gene_Family
SHV-99	SHV beta-lactamase	AMR_Gene_Family
SIM-1	SIM beta-lactamase	AMR_Gene_Family
SME-1	SME beta-lactamase	AMR_Gene_Family
SME-2	SME beta-lactamase	AMR_Gene_Family
SME-3	SME beta-lactamase	AMR_Gene_Family
SME-4	SME beta-lactamase	AMR_Gene_Family
SME-5	SME beta-lactamase	AMR_Gene_Family
SPM-1	SPM beta-lactamase	AMR_Gene_Family
Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides	sulfonamide resistant dihydropteroate synthase folP	AMR_Gene_Family
sul1	sulfonamide resistant sul	AMR_Gene_Family
sul2	sulfonamide resistant sul	AMR_Gene_Family
sul3	sulfonamide resistant sul	AMR_Gene_Family
sul4	sulfonamide resistant sul	AMR_Gene_Family
TEM-1	TEM beta-lactamase	AMR_Gene_Family
TEM-10	TEM beta-lactamase	AMR_Gene_Family
TEM-101	TEM beta-lactamase	AMR_Gene_Family
TEM-102	TEM beta-lactamase	AMR_Gene_Family
TEM-104	TEM beta-lactamase	AMR_Gene_Family
TEM-105	TEM beta-lactamase	AMR_Gene_Family
TEM-106	TEM beta-lactamase	AMR_Gene_Family
TEM-107	TEM beta-lactamase	AMR_Gene_Family
TEM-108	TEM beta-lactamase	AMR_Gene_Family
TEM-109	TEM beta-lactamase	AMR_Gene_Family
TEM-11	TEM beta-lactamase	AMR_Gene_Family
TEM-110	TEM beta-lactamase	AMR_Gene_Family
TEM-111	TEM beta-lactamase	AMR_Gene_Family
TEM-112	TEM beta-lactamase	AMR_Gene_Family
TEM-113	TEM beta-lactamase	AMR_Gene_Family
TEM-114	TEM beta-lactamase	AMR_Gene_Family
TEM-115	TEM beta-lactamase	AMR_Gene_Family
TEM-116	TEM beta-lactamase	AMR_Gene_Family
TEM-117	TEM beta-lactamase	AMR_Gene_Family
TEM-118	TEM beta-lactamase	AMR_Gene_Family
TEM-12	TEM beta-lactamase	AMR_Gene_Family
TEM-120	TEM beta-lactamase	AMR_Gene_Family
TEM-121	TEM beta-lactamase	AMR_Gene_Family
TEM-122	TEM beta-lactamase	AMR_Gene_Family
TEM-123	TEM beta-lactamase	AMR_Gene_Family
TEM-124	TEM beta-lactamase	AMR_Gene_Family
TEM-125	TEM beta-lactamase	AMR_Gene_Family
TEM-126	TEM beta-lactamase	AMR_Gene_Family
TEM-127	TEM beta-lactamase	AMR_Gene_Family
TEM-128	TEM beta-lactamase	AMR_Gene_Family
TEM-129	TEM beta-lactamase	AMR_Gene_Family
TEM-130	TEM beta-lactamase	AMR_Gene_Family
TEM-131	TEM beta-lactamase	AMR_Gene_Family
TEM-132	TEM beta-lactamase	AMR_Gene_Family
TEM-133	TEM beta-lactamase	AMR_Gene_Family
TEM-134	TEM beta-lactamase	AMR_Gene_Family
TEM-135	TEM beta-lactamase	AMR_Gene_Family
TEM-136	TEM beta-lactamase	AMR_Gene_Family
TEM-137	TEM beta-lactamase	AMR_Gene_Family
TEM-138	TEM beta-lactamase	AMR_Gene_Family
TEM-139	TEM beta-lactamase	AMR_Gene_Family
TEM-141	TEM beta-lactamase	AMR_Gene_Family
TEM-142	TEM beta-lactamase	AMR_Gene_Family
TEM-143	TEM beta-lactamase	AMR_Gene_Family
TEM-144	TEM beta-lactamase	AMR_Gene_Family
TEM-145	TEM beta-lactamase	AMR_Gene_Family
TEM-146	TEM beta-lactamase	AMR_Gene_Family
TEM-147	TEM beta-lactamase	AMR_Gene_Family
TEM-148	TEM beta-lactamase	AMR_Gene_Family
TEM-149	TEM beta-lactamase	AMR_Gene_Family
TEM-15	TEM beta-lactamase	AMR_Gene_Family
TEM-150	TEM beta-lactamase	AMR_Gene_Family
TEM-151	TEM beta-lactamase	AMR_Gene_Family
TEM-152	TEM beta-lactamase	AMR_Gene_Family
TEM-153	TEM beta-lactamase	AMR_Gene_Family
TEM-154	TEM beta-lactamase	AMR_Gene_Family
TEM-155	TEM beta-lactamase	AMR_Gene_Family
TEM-156	TEM beta-lactamase	AMR_Gene_Family
TEM-157	TEM beta-lactamase	AMR_Gene_Family
TEM-158	TEM beta-lactamase	AMR_Gene_Family
TEM-159	TEM beta-lactamase	AMR_Gene_Family
TEM-16	TEM beta-lactamase	AMR_Gene_Family
TEM-160	TEM beta-lactamase	AMR_Gene_Family
TEM-162	TEM beta-lactamase	AMR_Gene_Family
TEM-163	TEM beta-lactamase	AMR_Gene_Family
TEM-164	TEM beta-lactamase	AMR_Gene_Family
TEM-166	TEM beta-lactamase	AMR_Gene_Family
TEM-167	TEM beta-lactamase	AMR_Gene_Family
TEM-168	TEM beta-lactamase	AMR_Gene_Family
TEM-169	TEM beta-lactamase	AMR_Gene_Family
TEM-17	TEM beta-lactamase	AMR_Gene_Family
TEM-171	TEM beta-lactamase	AMR_Gene_Family
TEM-176	TEM beta-lactamase	AMR_Gene_Family
TEM-177	TEM beta-lactamase	AMR_Gene_Family
TEM-178	TEM beta-lactamase	AMR_Gene_Family
TEM-181	TEM beta-lactamase	AMR_Gene_Family
TEM-182	TEM beta-lactamase	AMR_Gene_Family
TEM-183	TEM beta-lactamase	AMR_Gene_Family
TEM-184	TEM beta-lactamase	AMR_Gene_Family
TEM-185	TEM beta-lactamase	AMR_Gene_Family
TEM-186	TEM beta-lactamase	AMR_Gene_Family
TEM-187	TEM beta-lactamase	AMR_Gene_Family
TEM-188	TEM beta-lactamase	AMR_Gene_Family
TEM-189	TEM beta-lactamase	AMR_Gene_Family
TEM-19	TEM beta-lactamase	AMR_Gene_Family
TEM-190	TEM beta-lactamase	AMR_Gene_Family
TEM-191	TEM beta-lactamase	AMR_Gene_Family
TEM-192	TEM beta-lactamase	AMR_Gene_Family
TEM-193	TEM beta-lactamase	AMR_Gene_Family
TEM-194	TEM beta-lactamase	AMR_Gene_Family
TEM-195	TEM beta-lactamase	AMR_Gene_Family
TEM-196	TEM beta-lactamase	AMR_Gene_Family
TEM-197	TEM beta-lactamase	AMR_Gene_Family
TEM-198	TEM beta-lactamase	AMR_Gene_Family
TEM-199	TEM beta-lactamase	AMR_Gene_Family
TEM-2	TEM beta-lactamase	AMR_Gene_Family
TEM-20	TEM beta-lactamase	AMR_Gene_Family
TEM-201	TEM beta-lactamase	AMR_Gene_Family
TEM-205	TEM beta-lactamase	AMR_Gene_Family
TEM-206	TEM beta-lactamase	AMR_Gene_Family
TEM-207	TEM beta-lactamase	AMR_Gene_Family
TEM-208	TEM beta-lactamase	AMR_Gene_Family
TEM-209	TEM beta-lactamase	AMR_Gene_Family
TEM-21	TEM beta-lactamase	AMR_Gene_Family
TEM-210	TEM beta-lactamase	AMR_Gene_Family
TEM-211	TEM beta-lactamase	AMR_Gene_Family
TEM-212	TEM beta-lactamase	AMR_Gene_Family
TEM-213	TEM beta-lactamase	AMR_Gene_Family
TEM-214	TEM beta-lactamase	AMR_Gene_Family
TEM-215	TEM beta-lactamase	AMR_Gene_Family
TEM-216	TEM beta-lactamase	AMR_Gene_Family
TEM-217	TEM beta-lactamase	AMR_Gene_Family
TEM-219	TEM beta-lactamase	AMR_Gene_Family
TEM-22	TEM beta-lactamase	AMR_Gene_Family
TEM-220	TEM beta-lactamase	AMR_Gene_Family
TEM-224	TEM beta-lactamase	AMR_Gene_Family
TEM-225	TEM beta-lactamase	AMR_Gene_Family
TEM-226	TEM beta-lactamase	AMR_Gene_Family
TEM-227	TEM beta-lactamase	AMR_Gene_Family
TEM-228	TEM beta-lactamase	AMR_Gene_Family
TEM-229	TEM beta-lactamase	AMR_Gene_Family
TEM-230	TEM beta-lactamase	AMR_Gene_Family
TEM-231	TEM beta-lactamase	AMR_Gene_Family
TEM-232	TEM beta-lactamase	AMR_Gene_Family
TEM-233	TEM beta-lactamase	AMR_Gene_Family
TEM-234	TEM beta-lactamase	AMR_Gene_Family
TEM-235	TEM beta-lactamase	AMR_Gene_Family
TEM-236	TEM beta-lactamase	AMR_Gene_Family
TEM-237	TEM beta-lactamase	AMR_Gene_Family
TEM-238	TEM beta-lactamase	AMR_Gene_Family
TEM-24	TEM beta-lactamase	AMR_Gene_Family
TEM-240	TEM beta-lactamase	AMR_Gene_Family
TEM-241	TEM beta-lactamase	AMR_Gene_Family
TEM-242	TEM beta-lactamase	AMR_Gene_Family
TEM-243	TEM beta-lactamase	AMR_Gene_Family
TEM-26	TEM beta-lactamase	AMR_Gene_Family
TEM-28	TEM beta-lactamase	AMR_Gene_Family
TEM-29	TEM beta-lactamase	AMR_Gene_Family
TEM-3	TEM beta-lactamase	AMR_Gene_Family
TEM-30	TEM beta-lactamase	AMR_Gene_Family
TEM-31	TEM beta-lactamase	AMR_Gene_Family
TEM-32	TEM beta-lactamase	AMR_Gene_Family
TEM-33	TEM beta-lactamase	AMR_Gene_Family
TEM-34	TEM beta-lactamase	AMR_Gene_Family
TEM-35	TEM beta-lactamase	AMR_Gene_Family
TEM-36	TEM beta-lactamase	AMR_Gene_Family
TEM-37	TEM beta-lactamase	AMR_Gene_Family
TEM-39	TEM beta-lactamase	AMR_Gene_Family
TEM-4	TEM beta-lactamase	AMR_Gene_Family
TEM-40	TEM beta-lactamase	AMR_Gene_Family
TEM-42	TEM beta-lactamase	AMR_Gene_Family
TEM-43	TEM beta-lactamase	AMR_Gene_Family
TEM-45	TEM beta-lactamase	AMR_Gene_Family
TEM-47	TEM beta-lactamase	AMR_Gene_Family
TEM-48	TEM beta-lactamase	AMR_Gene_Family
TEM-49	TEM beta-lactamase	AMR_Gene_Family
TEM-5	TEM beta-lactamase	AMR_Gene_Family
TEM-52	TEM beta-lactamase	AMR_Gene_Family
TEM-53	TEM beta-lactamase	AMR_Gene_Family
TEM-54	TEM beta-lactamase	AMR_Gene_Family
TEM-55	TEM beta-lactamase	AMR_Gene_Family
TEM-57	TEM beta-lactamase	AMR_Gene_Family
TEM-59	TEM beta-lactamase	AMR_Gene_Family
TEM-6	TEM beta-lactamase	AMR_Gene_Family
TEM-60	TEM beta-lactamase	AMR_Gene_Family
TEM-63	TEM beta-lactamase	AMR_Gene_Family
TEM-67	TEM beta-lactamase	AMR_Gene_Family
TEM-68	TEM beta-lactamase	AMR_Gene_Family
TEM-7	TEM beta-lactamase	AMR_Gene_Family
TEM-70	TEM beta-lactamase	AMR_Gene_Family
TEM-71	TEM beta-lactamase	AMR_Gene_Family
TEM-72	TEM beta-lactamase	AMR_Gene_Family
TEM-73	TEM beta-lactamase	AMR_Gene_Family
TEM-75	TEM beta-lactamase	AMR_Gene_Family
TEM-76	TEM beta-lactamase	AMR_Gene_Family
TEM-78	TEM beta-lactamase	AMR_Gene_Family
TEM-79	TEM beta-lactamase	AMR_Gene_Family
TEM-8	TEM beta-lactamase	AMR_Gene_Family
TEM-80	TEM beta-lactamase	AMR_Gene_Family
TEM-81	TEM beta-lactamase	AMR_Gene_Family
TEM-82	TEM beta-lactamase	AMR_Gene_Family
TEM-83	TEM beta-lactamase	AMR_Gene_Family
TEM-84	TEM beta-lactamase	AMR_Gene_Family
TEM-85	TEM beta-lactamase	AMR_Gene_Family
TEM-86	TEM beta-lactamase	AMR_Gene_Family
TEM-87	TEM beta-lactamase	AMR_Gene_Family
TEM-88	TEM beta-lactamase	AMR_Gene_Family
TEM-89	TEM beta-lactamase	AMR_Gene_Family
TEM-9	TEM beta-lactamase	AMR_Gene_Family
TEM-90	TEM beta-lactamase	AMR_Gene_Family
TEM-91	TEM beta-lactamase	AMR_Gene_Family
TEM-92	TEM beta-lactamase	AMR_Gene_Family
TEM-93	TEM beta-lactamase	AMR_Gene_Family
TEM-94	TEM beta-lactamase	AMR_Gene_Family
TEM-95	TEM beta-lactamase	AMR_Gene_Family
TEM-96	TEM beta-lactamase	AMR_Gene_Family
Trimethoprim-resistant dihydrofolate reductase DfrA42	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
Trimethoprim-resistant dihydrofolate reductase DfrA43	trimethoprim resistant dihydrofolate reductase dfr	AMR_Gene_Family
vanA	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanB	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanC	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanD	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanE	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanF	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanG	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanHA	glycopeptide resistance gene cluster;vanH	AMR_Gene_Family
vanHB	glycopeptide resistance gene cluster;vanH	AMR_Gene_Family
vanHD	glycopeptide resistance gene cluster;vanH	AMR_Gene_Family
vanHF	glycopeptide resistance gene cluster;vanH	AMR_Gene_Family
vanHM	glycopeptide resistance gene cluster;vanH	AMR_Gene_Family
vanHO	glycopeptide resistance gene cluster;vanH	AMR_Gene_Family
vanI	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanKI	glycopeptide resistance gene cluster;vanK	AMR_Gene_Family
vanL	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanM	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanN	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanO	glycopeptide resistance gene cluster;van ligase	AMR_Gene_Family
vanRA	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRB	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRC	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRD	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRE	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRF	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRG	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRI	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRL	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRM	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRN	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanRO	glycopeptide resistance gene cluster;vanR	AMR_Gene_Family
vanSA	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSB	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSC	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSD	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSE	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSF	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSG	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSI	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSL	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSM	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSN	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanSO	glycopeptide resistance gene cluster;vanS	AMR_Gene_Family
vanTC	glycopeptide resistance gene cluster;vanT	AMR_Gene_Family
vanTE	glycopeptide resistance gene cluster;vanT	AMR_Gene_Family
vanTG	glycopeptide resistance gene cluster;vanT	AMR_Gene_Family
vanTmL	glycopeptide resistance gene cluster;vanT	AMR_Gene_Family
vanTN	glycopeptide resistance gene cluster;vanT	AMR_Gene_Family
vanTrL	glycopeptide resistance gene cluster;vanT	AMR_Gene_Family
vanUG	glycopeptide resistance gene cluster;vanU	AMR_Gene_Family
vanVB	glycopeptide resistance gene cluster;vanV	AMR_Gene_Family
vanWB	glycopeptide resistance gene cluster;vanW	AMR_Gene_Family
vanWG	glycopeptide resistance gene cluster;vanW	AMR_Gene_Family
vanWI	glycopeptide resistance gene cluster;vanW	AMR_Gene_Family
vanXA	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXB	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXD	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXF	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXI	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXM	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXO	glycopeptide resistance gene cluster;vanX	AMR_Gene_Family
vanXYC	glycopeptide resistance gene cluster;vanXY	AMR_Gene_Family
vanXYE	glycopeptide resistance gene cluster;vanXY	AMR_Gene_Family
vanXYG	glycopeptide resistance gene cluster;vanXY	AMR_Gene_Family
vanXYL	glycopeptide resistance gene cluster;vanXY	AMR_Gene_Family
vanXYN	glycopeptide resistance gene cluster;vanXY	AMR_Gene_Family
vanYA	glycopeptide resistance gene cluster;vanY	AMR_Gene_Family
vanYB	glycopeptide resistance gene cluster;vanY	AMR_Gene_Family
vanYD	glycopeptide resistance gene cluster;vanY	AMR_Gene_Family
vanYF	glycopeptide resistance gene cluster;vanY	AMR_Gene_Family
vanYG1	glycopeptide resistance gene cluster;vanY	AMR_Gene_Family
vanYM	glycopeptide resistance gene cluster;vanY	AMR_Gene_Family
vanZA	glycopeptide resistance gene cluster;vanZ	AMR_Gene_Family
vanZF	glycopeptide resistance gene cluster;vanZ	AMR_Gene_Family
VIM-1	VIM beta-lactamase	AMR_Gene_Family
VIM-10	VIM beta-lactamase	AMR_Gene_Family
VIM-11	VIM beta-lactamase	AMR_Gene_Family
VIM-12	VIM beta-lactamase	AMR_Gene_Family
VIM-13	VIM beta-lactamase	AMR_Gene_Family
VIM-14	VIM beta-lactamase	AMR_Gene_Family
VIM-15	VIM beta-lactamase	AMR_Gene_Family
VIM-16	VIM beta-lactamase	AMR_Gene_Family
VIM-17	VIM beta-lactamase	AMR_Gene_Family
VIM-18	VIM beta-lactamase	AMR_Gene_Family
VIM-19	VIM beta-lactamase	AMR_Gene_Family
VIM-2	VIM beta-lactamase	AMR_Gene_Family
VIM-20	VIM beta-lactamase	AMR_Gene_Family
VIM-23	VIM beta-lactamase	AMR_Gene_Family
VIM-24	VIM beta-lactamase	AMR_Gene_Family
VIM-25	VIM beta-lactamase	AMR_Gene_Family
VIM-26	VIM beta-lactamase	AMR_Gene_Family
VIM-27	VIM beta-lactamase	AMR_Gene_Family
VIM-28	VIM beta-lactamase	AMR_Gene_Family
VIM-29	VIM beta-lactamase	AMR_Gene_Family
VIM-3	VIM beta-lactamase	AMR_Gene_Family
VIM-30	VIM beta-lactamase	AMR_Gene_Family
VIM-31	VIM beta-lactamase	AMR_Gene_Family
VIM-32	VIM beta-lactamase	AMR_Gene_Family
VIM-33	VIM beta-lactamase	AMR_Gene_Family
VIM-34	VIM beta-lactamase	AMR_Gene_Family
VIM-35	VIM beta-lactamase	AMR_Gene_Family
VIM-36	VIM beta-lactamase	AMR_Gene_Family
VIM-37	VIM beta-lactamase	AMR_Gene_Family
VIM-38	VIM beta-lactamase	AMR_Gene_Family
VIM-39	VIM beta-lactamase	AMR_Gene_Family
VIM-4	VIM beta-lactamase	AMR_Gene_Family
VIM-42	VIM beta-lactamase	AMR_Gene_Family
VIM-43	VIM beta-lactamase	AMR_Gene_Family
VIM-5	VIM beta-lactamase	AMR_Gene_Family
VIM-6	VIM beta-lactamase	AMR_Gene_Family
VIM-7	VIM beta-lactamase	AMR_Gene_Family
VIM-8	VIM beta-lactamase	AMR_Gene_Family
VIM-9	VIM beta-lactamase	AMR_Gene_Family
AAC(6')-Ie-APH(2'')-Ia	AAC(6');APH(2'')	ARO_name
aad(6)	ANT(6)	ARO_name
AcrF	resistance-nodulation-cell division (RND) antibiotic efflux pump	ARO_name
efmA	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
efrA	ATP-binding cassette (ABC) antibiotic efflux pump	ARO_name
efrB	ATP-binding cassette (ABC) antibiotic efflux pump	ARO_name
norA	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
qacA	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
rmtB	16S rRNA methyltransferase (G1405)	ARO_name
Staphylococcus aureus norA	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
msrA	ABC-F ATP-binding cassette ribosomal protection protein	ARO_name
msrC	ABC-F ATP-binding cassette ribosomal protection protein	ARO_name
tet(A)	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
tet(B)	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
tet(K)	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
tet(L)	major facilitator superfamily (MFS) antibiotic efflux pump	ARO_name
tetM	tetracycline-resistant ribosomal protection protein	ARO_name
SAT-4	streptothricin acetyltransferase (SAT)	ARO_name
